x,y,z
-1.714716,-2.424373,0.0015
-1.702493,-2.402108,0.0015
-1.581124,-2.497715,0.0015
-1.568901,-2.475449,0.0015
-1.625655,-2.473267,0.0015
-1.613431,-2.451002,0.0015
-1.492063,-2.546609,0.0015
-1.47984,-2.524344,0.0015
-1.536594,-2.522162,0.0015
-1.52437,-2.499897,0.0015
-1.403002,-2.595504,0.0015
-1.390779,-2.573239,0.0015
-1.447533,-2.571057,0.0015
-1.435309,-2.548791,0.0015
-1.313941,-2.644399,0.0015
-1.301718,-2.622133,0.0015
-1.358472,-2.619951,0.0015
-1.346248,-2.597686,0.0015
-1.22488,-2.693293,0.0015
-1.212656,-2.671027,0.0015
-1.26941,-2.668846,0.0015
-1.257187,-2.64658,0.0015
-1.135818,-2.742187,0.0015
-1.123595,-2.719921,0.0015
-1.180349,-2.71774,0.0015
-1.168125,-2.695474,0.0015
-1.046757,-2.791081,0.0015
-1.034533,-2.768815,0.0015
-1.091288,-2.766634,0.0015
-1.079064,-2.744368,0.0015
-0.9576951,-2.839974,0.0015
-0.9454717,-2.817709,0.0015
-1.002226,-2.815527,0.0015
-0.9900026,-2.793262,0.0015
-0.8686333,-2.888868,0.0015
-0.85641,-2.866602,0.0015
-0.9131642,-2.864421,0.0015
-0.9009408,-2.842155,0.0015
-0.7795715,-2.937761,0.0015
-0.7673482,-2.915495,0.0015
-0.8241025,-2.913314,0.0015
-0.8118791,-2.891049,0.0015
-0.6905095,-2.986654,0.0015
-0.6782863,-2.964388,0.0015
-0.7350405,-2.962207,0.0015
-0.7228173,-2.939942,0.0015
-0.6014475,-3.035547,0.0015
-0.5892243,-3.013281,0.0015
-0.6459785,-3.0111,0.0015
-0.6337553,-2.988835,0.0015
-0.5123855,-3.08444,0.0015
-0.5001623,-3.062174,0.0015
-0.5569165,-3.059993,0.0015
-0.5446933,-3.037728,0.0015
-0.4233234,-3.133333,0.0015
-0.4111002,-3.111067,0.0015
-0.4678545,-3.108886,0.0015
-0.4556313,-3.086621,0.0015
-0.3342614,-3.182226,0.0015
-0.3220382,-3.15996,0.0015
-0.3787924,-3.157779,0.0015
-0.3665692,-3.135514,0.0015
-0.2451993,-3.231118,0.0015
-0.2329761,-3.208853,0.0015
-0.2897304,-3.206672,0.0015
-0.2775071,-3.184406,0.0015
-0.1561372,-3.280011,0.0015
-0.143914,-3.257746,0.0015
-0.2006683,-3.255565,0.0015
-0.1884451,-3.233299,0.0015
-0.06707513,-3.328904,0.0015
-0.05485193,-3.306638,0.0015
-0.1116062,-3.304458,0.0015
-0.09938298,-3.282192,0.0015
0.02198698,-3.377797,0.0015
0.03421017,-3.355531,0.0015
-0.02254407,-3.35335,0.0015
-0.01032089,-3.331085,0.0015
0.1110491,-3.426689,0.0015
0.1232723,-3.404424,0.0015
0.06651805,-3.402243,0.0015
0.07874123,-3.379977,0.0015
0.2001113,-3.475582,0.0015
0.2123344,-3.453317,0.0015
0.1555802,-3.451136,0.0015
0.1678034,-3.42887,0.0015
0.2891733,-3.524475,0.0015
0.3013965,-3.502209,0.0015
0.2446423,-3.500028,0.0015
0.2568655,-3.477763,0.0015
0.3782352,-3.573368,0.0015
0.3904585,-3.551102,0.0015
0.3337042,-3.548921,0.0015
0.3459275,-3.526656,0.0015
0.4672971,-3.622261,0.0015
0.4795204,-3.599996,0.0015
0.4227662,-3.597814,0.0015
0.4349894,-3.575549,0.0015
0.5563588,-3.671154,0.0015
0.5685822,-3.648889,0.0015
0.511828,-3.646708,0.0015
0.5240515,-3.624442,0.0015
0.6454201,-3.720049,0.0015
0.6576436,-3.697783,0.0015
0.6008894,-3.695601,0.0015
0.6131129,-3.673336,0.0015
0.7344814,-3.768943,0.0015
0.746705,-3.746677,0.0015
0.6899507,-3.744496,0.0015
0.7021743,-3.72223,0.0015
0.8235424,-3.817837,0.0015
0.8357662,-3.795572,0.0015
0.779012,-3.79339,0.0015
0.7912357,-3.771124,0.0015
0.9126032,-3.866732,0.0015
0.924827,-3.844467,0.0015
0.8680728,-3.842285,0.0015
0.8802966,-3.82002,0.0015
1.001664,-3.915628,0.0015
1.013888,-3.893362,0.0015
0.9571336,-3.89118,0.0015
0.9693574,-3.868915,0.0015
1.090724,-3.964523,0.0015
1.102948,-3.942258,0.0015
1.046194,-3.940075,0.0015
1.058418,-3.91781,0.0015
1.179785,-4.013419,0.0015
1.192009,-3.991154,0.0015
1.135254,-3.988971,0.0015
1.147479,-3.966706,0.0015
1.268845,-4.062315,0.0015
1.281069,-4.04005,0.0015
1.224315,-4.037867,0.0015
1.236539,-4.015602,0.0015
1.357906,-4.11121,0.0015
1.37013,-4.088945,0.0015
1.313375,-4.086764,0.0015
1.325599,-4.064498,0.0015
1.446969,-4.160103,0.0015
1.459192,-4.137837,0.0015
1.402437,-4.135657,0.0015
1.414661,-4.113391,0.0015
1.536031,-4.208995,0.0015
1.548254,-4.18673,0.0015
1.4915,-4.184549,0.0015
1.503723,-4.162284,0.0015
1.625095,-4.257885,0.0015
1.637317,-4.235619,0.0015
1.580563,-4.233442,0.0015
1.592784,-4.211176,0.0015
1.714161,-4.306772,0.0015
1.726383,-4.284505,0.0015
1.669628,-4.282329,0.0015
1.68185,-4.260062,0.0015
1.803227,-4.355658,0.0015
1.815448,-4.333392,0.0015
1.758694,-4.331215,0.0015
1.770915,-4.308948,0.0015
1.892295,-4.404542,0.0015
1.904515,-4.382274,0.0015
1.84776,-4.380102,0.0015
1.85998,-4.357834,0.0015
1.981364,-4.453422,0.0015
1.993584,-4.431154,0.0015
1.936829,-4.428982,0.0015
1.949049,-4.406714,0.0015
2.070433,-4.502302,0.0015
2.082653,-4.480034,0.0015
2.025899,-4.477862,0.0015
2.038119,-4.455594,0.0015
2.159503,-4.55118,0.0015
2.171723,-4.528912,0.0015
2.114968,-4.526742,0.0015
2.127187,-4.504474,0.0015
2.248574,-4.600057,0.0015
2.260793,-4.57779,0.0015
2.204039,-4.575619,0.0015
2.216258,-4.553351,0.0015
2.337645,-4.648934,0.0015
2.349864,-4.626667,0.0015
2.293109,-4.624496,0.0015
2.305329,-4.602228,0.0015
2.426703,-4.697826,0.0015
2.438929,-4.675563,0.0015
2.382175,-4.673373,0.0015
2.394402,-4.65111,0.0015
2.515758,-4.746732,0.0015
2.527984,-4.724468,0.0015
2.47123,-4.722279,0.0015
2.483457,-4.700016,0.0015
2.604813,-4.795638,0.0015
2.617039,-4.773374,0.0015
2.560285,-4.771185,0.0015
2.572512,-4.748921,0.0015
2.69385,-4.844564,0.0015
2.706086,-4.822305,0.0015
2.649333,-4.820093,0.0015
2.661569,-4.797834,0.0015
2.782885,-4.893506,0.0015
2.795121,-4.871248,0.0015
2.738368,-4.869035,0.0015
2.750603,-4.846777,0.0015
2.87192,-4.942449,0.0015
2.884156,-4.92019,0.0015
2.827403,-4.917978,0.0015
2.839638,-4.895719,0.0015
2.960937,-4.991413,0.0015
2.973182,-4.969159,0.0015
2.91643,-4.966923,0.0015
2.928675,-4.944669,0.0015
3.049952,-5.040392,0.0015
3.062197,-5.018138,0.0015
3.005445,-5.015902,0.0015
3.017689,-4.993648,0.0015
3.138967,-5.089371,0.0015
3.151211,-5.067117,0.0015
3.094459,-5.064881,0.0015
3.106704,-5.042627,0.0015
3.22799,-5.138339,0.0015
3.24023,-5.116084,0.0015
3.183478,-5.113858,0.0015
3.195718,-5.091602,0.0015
3.317013,-5.187302,0.0015
3.329254,-5.165046,0.0015
3.272501,-5.162821,0.0015
3.284742,-5.140565,0.0015
3.406037,-5.236265,0.0015
3.418278,-5.214009,0.0015
3.361525,-5.211783,0.0015
3.373766,-5.189527,0.0015
3.495164,-5.285098,0.0015
3.507355,-5.262815,0.0015
3.450598,-5.260716,0.0015
3.462789,-5.238433,0.0015
3.584296,-5.333863,0.0015
3.596487,-5.311579,0.0015
3.53973,-5.30948,0.0015
3.551921,-5.287197,0.0015
3.673429,-5.382627,0.0015
3.68562,-5.360344,0.0015
3.628862,-5.358245,0.0015
3.641054,-5.335962,0.0015
3.762676,-5.431245,0.0015
3.774813,-5.408933,0.0015
3.718051,-5.40697,0.0015
3.730189,-5.384657,0.0015
3.851925,-5.479796,0.0015
3.864062,-5.457484,0.0015
3.8073,-5.45552,0.0015
3.819438,-5.433208,0.0015
3.941173,-5.528347,0.0015
3.953311,-5.506035,0.0015
3.896549,-5.504071,0.0015
3.908687,-5.481759,0.0015
4.030541,-5.576744,0.0015
4.042625,-5.554402,0.0015
3.985858,-5.552575,0.0015
3.997942,-5.530234,0.0015
4.119905,-5.625081,0.0015
4.13199,-5.602739,0.0015
4.075223,-5.600912,0.0015
4.087307,-5.578571,0.0015
4.20927,-5.673418,0.0015
4.221355,-5.651076,0.0015
4.164588,-5.649249,0.0015
4.176672,-5.626908,0.0015
4.298414,-5.722047,0.0015
4.310595,-5.699758,0.0015
4.253837,-5.697685,0.0015
4.266017,-5.675396,0.0015
4.387569,-5.77077,0.0015
4.39975,-5.748482,0.0015
4.342991,-5.746409,0.0015
4.355172,-5.72412,0.0015
4.476723,-5.819494,0.0015
4.488904,-5.797205,0.0015
4.432146,-5.795132,0.0015
4.444327,-5.772843,0.0015
4.565137,-5.869189,0.0015
4.577626,-5.847071,0.0015
4.520902,-5.844211,0.0015
4.533391,-5.822093,0.0015
4.653607,-5.919144,0.0015
4.666096,-5.897027,0.0015
4.609372,-5.894167,0.0015
4.621861,-5.872049,0.0015
4.742078,-5.9691,0.0015
4.754567,-5.946983,0.0015
4.697843,-5.944122,0.0015
4.710332,-5.922005,0.0015
4.829769,-6.020058,0.0015
4.842564,-5.998117,0.0015
4.785886,-5.994467,0.0015
4.798681,-5.972526,0.0015
4.917535,-6.071241,0.0015
4.930331,-6.049299,0.0015
4.873652,-6.04565,0.0015
4.886448,-6.023708,0.0015
5.005302,-6.122423,0.0015
5.018097,-6.100481,0.0015
4.961418,-6.096832,0.0015
4.974214,-6.07489,0.0015
5.09233,-6.174538,0.0015
5.105402,-6.152759,0.0015
5.048773,-6.148394,0.0015
5.061845,-6.126616,0.0015
5.179442,-6.226825,0.0015
5.192514,-6.205047,0.0015
5.135886,-6.200681,0.0015
5.148958,-6.178903,0.0015
5.266555,-6.279112,0.0015
5.279627,-6.257334,0.0015
5.222998,-6.252969,0.0015
5.23607,-6.231191,0.0015
5.356457,-6.327719,0.0015
5.368473,-6.305341,0.0015
5.311701,-6.303685,0.0015
5.323718,-6.281308,0.0015
5.445968,-6.375785,0.0015
5.457984,-6.353407,0.0015
5.401212,-6.351752,0.0015
5.413229,-6.329374,0.0015
5.535478,-6.423851,0.0015
5.547495,-6.401473,0.0015
5.490723,-6.399818,0.0015
5.50274,-6.37744,0.0015
5.629312,-6.465327,0.0015
5.639533,-6.442074,0.0015
5.582807,-6.444886,0.0015
5.593027,-6.421633,0.0015
5.722324,-6.506209,0.0015
5.732545,-6.482956,0.0015
5.675818,-6.485768,0.0015
5.686039,-6.462515,0.0015
5.815415,-6.546981,0.0015
5.825574,-6.523701,0.0015
5.768861,-6.526664,0.0015
5.77902,-6.503384,0.0015
5.912654,-6.579955,0.0015
5.9208,-6.555897,0.0015
5.864538,-6.563663,0.0015
5.872684,-6.539604,0.0015
6.008887,-6.612541,0.0015
6.017033,-6.588483,0.0015
5.96077,-6.596248,0.0015
5.968917,-6.57219,0.0015
6.105479,-6.644485,0.0015
6.113283,-6.620314,0.0015
6.057175,-6.62889,0.0015
6.064978,-6.604719,0.0015
6.206415,-6.665084,0.0015
6.211475,-6.640194,0.0015
6.156633,-6.654965,0.0015
6.161693,-6.630074,0.0015
6.305978,-6.685324,0.0015
6.311038,-6.660433,0.0015
6.256197,-6.675204,0.0015
6.261256,-6.650313,0.0015
6.406171,-6.703858,0.0015
6.410349,-6.678804,0.0015
6.356201,-6.695525,0.0015
6.360379,-6.670471,0.0015
6.50974,-6.704959,0.0015
6.509972,-6.67956,0.0015
6.458942,-6.704495,0.0015
6.459174,-6.679096,0.0015
6.611335,-6.705888,0.0015
6.611568,-6.680489,0.0015
6.560538,-6.705424,0.0015
6.56077,-6.680025,0.0015
6.713329,-6.704535,0.0015
6.712422,-6.679151,0.0015
6.662703,-6.706345,0.0015
6.661796,-6.680961,0.0015
6.815201,-6.688182,0.0015
6.811151,-6.663107,0.0015
6.76505,-6.696281,0.0015
6.761001,-6.671206,0.0015
6.915501,-6.671983,0.0015
6.911451,-6.646908,0.0015
6.865351,-6.680083,0.0015
6.861301,-6.655008,0.0015
7.015808,-6.652651,0.0015
7.010246,-6.627867,0.0015
6.966407,-6.663738,0.0015
6.960845,-6.638955,0.0015
7.113236,-6.619234,0.0015
7.104977,-6.595214,0.0015
7.065196,-6.635751,0.0015
7.056937,-6.611732,0.0015
7.209315,-6.586198,0.0015
7.201056,-6.562178,0.0015
7.161276,-6.602716,0.0015
7.153017,-6.578696,0.0015
7.304475,-6.548405,0.0015
7.293997,-6.525267,0.0015
7.258464,-6.56924,0.0015
7.247987,-6.546101,0.0015
7.392593,-6.494785,0.0015
7.37937,-6.473099,0.0015
7.349221,-6.521232,0.0015
7.335997,-6.499546,0.0015
7.479339,-6.441891,0.0015
7.466115,-6.420205,0.0015
7.435966,-6.468338,0.0015
7.422743,-6.446652,0.0015
7.565308,-6.386831,0.0015
7.55114,-6.36575,0.0015
7.523184,-6.415142,0.0015
7.509016,-6.39406,0.0015
7.647638,-6.326401,0.0015
7.632606,-6.305926,0.0015
7.606689,-6.356464,0.0015
7.591657,-6.33599,0.0015
7.729536,-6.266274,0.0015
7.714504,-6.2458,0.0015
7.688587,-6.296338,0.0015
7.673555,-6.275863,0.0015
7.809191,-6.201706,0.0015
7.792268,-6.182765,0.0015
7.771431,-6.235444,0.0015
7.754508,-6.216503,0.0015
7.880864,-6.128499,0.0015
7.862709,-6.110735,0.0015
7.845335,-6.164808,0.0015
7.827181,-6.147044,0.0015
7.95192,-6.05588,0.0015
7.933765,-6.038116,0.0015
7.916392,-6.092189,0.0015
7.898237,-6.074425,0.0015
8.021282,-5.980754,0.0015
8.002128,-5.964073,0.0015
7.987948,-6.019029,0.0015
7.968794,-6.002347,0.0015
8.08589,-5.901842,0.0015
8.066236,-5.885752,0.0015
8.053711,-5.94115,0.0015
8.034057,-5.925061,0.0015
8.150249,-5.823226,0.0015
8.130595,-5.807136,0.0015
8.11807,-5.862534,0.0015
8.098416,-5.846444,0.0015
8.212979,-5.742567,0.0015
8.192545,-5.72748,0.0015
8.182818,-5.783416,0.0015
8.162384,-5.768329,0.0015
8.271983,-5.659576,0.0015
8.251281,-5.644858,0.0015
8.242548,-5.700979,0.0015
8.221846,-5.686261,0.0015
8.330853,-5.57677,0.0015
8.310151,-5.562052,0.0015
8.301418,-5.618173,0.0015
8.280716,-5.603455,0.0015
8.387101,-5.491164,0.0015
8.365375,-5.478005,0.0015
8.3608,-5.534587,0.0015
8.339074,-5.521429,0.0015
8.43833,-5.403169,0.0015
8.416378,-5.39039,0.0015
8.412772,-5.447071,0.0015
8.39082,-5.434292,0.0015
8.489446,-5.315364,0.0015
8.467494,-5.302585,0.0015
8.463888,-5.359266,0.0015
8.441936,-5.346487,0.0015
8.538586,-5.225744,0.0015
8.516009,-5.214107,0.0015
8.515317,-5.27089,0.0015
8.492739,-5.259253,0.0015
8.58452,-5.135017,0.0015
8.561859,-5.123544,0.0015
8.561574,-5.180339,0.0015
8.538913,-5.168866,0.0015
8.630412,-5.044372,0.0015
8.607751,-5.032899,0.0015
8.607466,-5.089695,0.0015
8.584805,-5.078222,0.0015
8.674804,-4.952479,0.0015
8.651731,-4.941859,0.0015
8.653564,-4.998623,0.0015
8.630491,-4.988003,0.0015
8.717114,-4.86008,0.0015
8.69402,-4.849505,0.0015
8.695964,-4.906268,0.0015
8.67287,-4.895694,0.0015
8.759413,-4.767704,0.0015
8.736319,-4.757129,0.0015
8.738263,-4.813892,0.0015
8.715169,-4.803317,0.0015
8.798712,-4.673117,0.0015
8.774935,-4.664183,0.0015
8.780843,-4.720671,0.0015
8.757067,-4.711736,0.0015
8.834449,-4.57801,0.0015
8.810672,-4.569075,0.0015
8.816581,-4.625563,0.0015
8.792804,-4.616629,0.0015
8.870187,-4.482902,0.0015
8.84641,-4.473968,0.0015
8.852318,-4.530456,0.0015
8.828541,-4.521522,0.0015
8.904129,-4.386652,0.0015
8.880034,-4.378618,0.0015
8.88806,-4.434844,0.0015
8.863964,-4.426809,0.0015
8.936268,-4.29027,0.0015
8.912173,-4.282235,0.0015
8.920199,-4.338461,0.0015
8.896103,-4.330426,0.0015
8.968407,-4.193887,0.0015
8.944311,-4.185852,0.0015
8.952338,-4.242078,0.0015
8.928242,-4.234043,0.0015
8.998762,-4.096488,0.0015
8.974406,-4.089281,0.0015
8.984347,-4.1452,0.0015
8.959991,-4.137993,0.0015
9.027592,-3.999064,0.0015
9.003236,-3.991857,0.0015
9.013177,-4.047776,0.0015
8.988821,-4.040569,0.0015
9.056422,-3.901641,0.0015
9.032066,-3.894433,0.0015
9.042007,-3.950352,0.0015
9.017651,-3.943145,0.0015
9.081784,-3.802505,0.0015
9.057035,-3.796793,0.0015
9.07036,-3.852004,0.0015
9.045611,-3.846292,0.0015
9.104632,-3.703507,0.0015
9.079883,-3.697795,0.0015
9.093208,-3.753006,0.0015
9.068459,-3.747294,0.0015
9.12748,-3.60451,0.0015
9.102731,-3.598798,0.0015
9.116056,-3.654009,0.0015
9.091307,-3.648297,0.0015
9.147825,-3.504461,0.0015
9.122864,-3.499758,0.0015
9.13842,-3.554383,0.0015
9.113459,-3.54968,0.0015
9.166635,-3.404617,0.0015
9.141674,-3.399915,0.0015
9.15723,-3.454539,0.0015
9.132269,-3.449836,0.0015
9.185446,-3.304774,0.0015
9.160485,-3.300071,0.0015
9.176041,-3.354696,0.0015
9.15108,-3.349993,0.0015
9.201104,-3.203802,0.0015
9.175948,-3.200291,0.0015
9.194083,-3.254114,0.0015
9.168927,-3.250604,0.0015
9.215147,-3.103177,0.0015
9.18999,-3.099666,0.0015
9.208125,-3.153489,0.0015
9.182969,-3.149979,0.0015
9.229189,-3.002552,0.0015
9.204033,-2.999041,0.0015
9.222168,-3.052864,0.0015
9.197012,-3.049354,0.0015
9.238637,-2.900611,0.0015
9.213307,-2.898733,0.0015
9.23488,-2.951272,0.0015
9.20955,-2.949394,0.0015
9.246151,-2.79929,0.0015
9.220821,-2.797411,0.0015
9.242394,-2.84995,0.0015
9.217064,-2.848072,0.0015
9.253666,-2.697968,0.0015
9.228335,-2.696089,0.0015
9.249909,-2.748629,0.0015
9.224578,-2.74675,0.0015
9.253525,-2.595187,0.0015
9.228134,-2.595861,0.0015
9.254873,-2.645969,0.0015
9.229482,-2.646644,0.0015
9.250828,-2.493623,0.0015
9.225437,-2.494297,0.0015
9.252176,-2.544405,0.0015
9.226785,-2.545079,0.0015
9.248131,-2.392059,0.0015
9.22274,-2.392733,0.0015
9.249479,-2.442841,0.0015
9.224088,-2.443515,0.0015
9.235981,-2.289812,0.0015
9.210842,-2.29344,0.0015
9.243237,-2.340091,0.0015
9.218098,-2.343719,0.0015
9.22147,-2.189254,0.0015
9.19633,-2.192881,0.0015
9.228726,-2.239533,0.0015
9.203586,-2.243161,0.0015
9.206958,-2.088695,0.0015
9.181818,-2.092323,0.0015
9.214214,-2.138974,0.0015
9.189074,-2.142602,0.0015
9.181463,-1.988775,0.0015
9.157004,-1.995622,0.0015
9.195158,-2.037694,0.0015
9.170698,-2.044542,0.0015
9.154074,-1.890936,0.0015
9.129615,-1.897784,0.0015
9.167769,-1.939856,0.0015
9.143309,-1.946703,0.0015
9.126685,-1.793098,0.0015
9.102225,-1.799945,0.0015
9.14038,-1.842017,0.0015
9.11592,-1.848864,0.0015
9.085816,-1.698092,0.0015
9.062708,-1.708637,0.0015
9.106906,-1.744307,0.0015
9.083798,-1.754852,0.0015
9.043637,-1.605661,0.0015
9.020529,-1.616206,0.0015
9.064726,-1.651876,0.0015
9.041619,-1.662421,0.0015
9.001457,-1.51323,0.0015
8.97835,-1.523775,0.0015
9.022547,-1.559446,0.0015
8.999439,-1.56999,0.0015
8.943625,-1.427086,0.0015
8.922803,-1.441634,0.0015
8.972719,-1.468729,0.0015
8.951898,-1.483277,0.0015
8.885435,-1.343801,0.0015
8.864613,-1.358348,0.0015
8.91453,-1.385443,0.0015
8.893708,-1.399991,0.0015
8.827245,-1.260515,0.0015
8.806424,-1.275062,0.0015
8.85634,-1.302158,0.0015
8.835519,-1.316705,0.0015
8.751965,-1.188533,0.0015
8.734661,-1.207127,0.0015
8.789153,-1.223141,0.0015
8.771848,-1.241735,0.0015
8.677591,-1.119316,0.0015
8.660286,-1.13791,0.0015
8.714778,-1.153925,0.0015
8.697474,-1.172518,0.0015
8.603216,-1.050099,0.0015
8.585912,-1.068693,0.0015
8.640403,-1.084708,0.0015
8.623099,-1.103301,0.0015
8.516907,-0.9926489,0.0015
8.502913,-1.013846,0.0015
8.559301,-1.020639,0.0015
8.545306,-1.041835,0.0015
8.43212,-0.9366697,0.0015
8.418125,-0.9578665,0.0015
8.474514,-0.9646593,0.0015
8.460519,-0.9858561,0.0015
8.347055,-0.8809846,0.0015
8.333227,-0.9022906,0.0015
8.389643,-0.9086254,0.0015
8.375815,-0.9299314,0.0015
8.253355,-0.8373039,0.0015
8.242651,-0.8603383,0.0015
8.299424,-0.8587122,0.0015
8.28872,-0.8817465,0.0015
8.161218,-0.7944873,0.0015
8.150514,-0.8175217,0.0015
8.207287,-0.8158956,0.0015
8.196582,-0.83893,0.0015
8.068605,-0.7523362,0.0015
8.058266,-0.7755369,0.0015
8.114966,-0.7729959,0.0015
8.104628,-0.7961966,0.0015
7.970592,-0.7207643,0.0015
7.962821,-0.7449466,0.0015
8.018956,-0.7363049,0.0015
8.011186,-0.7604871,0.0015
7.873862,-0.6896833,0.0015
7.866092,-0.7138656,0.0015
7.922227,-0.7052238,0.0015
7.914457,-0.7294061,0.0015
7.776699,-0.6593702,0.0015
7.76934,-0.683681,0.0015
7.825292,-0.6740785,0.0015
7.817933,-0.6983893,0.0015
7.676825,-0.6364466,0.0015
7.67115,-0.6612046,0.0015
7.726341,-0.6477966,0.0015
7.720666,-0.6725546,0.0015
7.577794,-0.6137466,0.0015
7.572119,-0.6385046,0.0015
7.627309,-0.6250966,0.0015
7.621634,-0.6498546,0.0015
7.478372,-0.5918784,0.0015
7.473134,-0.6167326,0.0015
7.528059,-0.6023485,0.0015
7.522822,-0.6272027,0.0015
7.377467,-0.5756033,0.0015
7.373426,-0.6006798,0.0015
7.42762,-0.5836853,0.0015
7.423579,-0.6087618,0.0015
7.277161,-0.5594393,0.0015
7.27312,-0.5845158,0.0015
7.327314,-0.5675213,0.0015
7.323273,-0.5925978,0.0015
7.176522,-0.5441103,0.0015
7.172914,-0.5692527,0.0015
7.226792,-0.5513243,0.0015
7.223184,-0.5764668,0.0015
7.0751,-0.5330145,0.0015
7.072339,-0.558264,0.0015
7.125599,-0.5385356,0.0015
7.122838,-0.5637851,0.0015
6.974102,-0.5219722,0.0015
6.971341,-0.5472217,0.0015
7.024601,-0.5274933,0.0015
7.02184,-0.5527429,0.0015
6.872829,-0.5117184,0.0015
6.870473,-0.5370088,0.0015
6.923401,-0.5164306,0.0015
6.921044,-0.541721,0.0015
6.771182,-0.5046177,0.0015
6.769413,-0.529956,0.0015
6.821859,-0.5081561,0.0015
6.82009,-0.5334944,0.0015
6.669829,-0.497541,0.0015
6.66806,-0.5228793,0.0015
6.720506,-0.5010794,0.0015
6.718736,-0.5264177,0.0015
6.568196,-0.4913818,0.0015
6.566892,-0.5167483,0.0015
6.61892,-0.4939885,0.0015
6.617616,-0.5193551,0.0015
6.466389,-0.4882048,0.0015
6.465598,-0.5135925,0.0015
6.517165,-0.489788,0.0015
6.516373,-0.5151757,0.0015
6.364839,-0.4850385,0.0015
6.364047,-0.5104261,0.0015
6.415614,-0.4866217,0.0015
6.414822,-0.5120093,0.0015
6.26295,-0.4831804,0.0015
6.262815,-0.5085801,0.0015
6.313735,-0.4834493,0.0015
6.3136,-0.508849,0.0015
6.161089,-0.4848338,0.0015
6.161502,-0.5102304,0.0015
6.211883,-0.4840078,0.0015
6.212296,-0.5094045,0.0015
6.059503,-0.4864856,0.0015
6.059916,-0.5118822,0.0015
6.110296,-0.4856597,0.0015
6.110709,-0.5110563,0.0015
5.957603,-0.4896386,0.0015
5.958761,-0.5150122,0.0015
6.008337,-0.487323,0.0015
6.009495,-0.5126966,0.0015
5.855978,-0.4961451,0.0015
5.857602,-0.5214932,0.0015
5.906675,-0.4928982,0.0015
5.908298,-0.5182463,0.0015
5.754586,-0.5026388,0.0015
5.75621,-0.5279869,0.0015
5.805282,-0.499392,0.0015
5.806906,-0.52474,0.0015
5.652995,-0.5103293,0.0015
5.655206,-0.5356329,0.0015
5.703596,-0.505908,0.0015
5.705807,-0.5312115,0.0015
5.551746,-0.5202684,0.0015
5.554228,-0.5455468,0.0015
5.602303,-0.5153051,0.0015
5.604785,-0.5405836,0.0015
5.450632,-0.5301949,0.0015
5.453114,-0.5554734,0.0015
5.501189,-0.5252316,0.0015
5.503671,-0.5505101,0.0015
5.349463,-0.5405059,0.0015
5.352132,-0.5657653,0.0015
5.399981,-0.5351677,0.0015
5.402651,-0.5604271,0.0015
5.248421,-0.5514325,0.0015
5.251152,-0.5766853,0.0015
5.298927,-0.5459709,0.0015
5.301658,-0.5712236,0.0015
5.14741,-0.5623558,0.0015
5.150141,-0.5876086,0.0015
5.197916,-0.5568942,0.0015
5.200647,-0.5821469,0.0015
5.046527,-0.5724195,0.0015
5.048838,-0.5977141,0.0015
5.097114,-0.5677966,0.0015
5.099426,-0.5930912,0.0015
4.945361,-0.5812926,0.0015
4.947581,-0.6065955,0.0015
4.995967,-0.576854,0.0015
4.998186,-0.6021568,0.0015
4.84415,-0.5901698,0.0015
4.846369,-0.6154727,0.0015
4.894756,-0.5857312,0.0015
4.896975,-0.6110341,0.0015
4.743429,-0.5964376,0.0015
4.744364,-0.6218204,0.0015
4.794186,-0.5945685,0.0015
4.795121,-0.6199513,0.0015
4.641957,-0.5995245,0.0015
4.64273,-0.6249127,0.0015
4.692734,-0.5979797,0.0015
4.693506,-0.6233679,0.0015
4.540404,-0.6026141,0.0015
4.541177,-0.6280024,0.0015
4.591181,-0.6010693,0.0015
4.591953,-0.6264575,0.0015
4.439759,-0.602163,0.0015
4.438759,-0.6275433,0.0015
4.490514,-0.6041629,0.0015
4.489514,-0.6295432,0.0015
4.33829,-0.5978485,0.0015
4.337211,-0.6232256,0.0015
4.389044,-0.6000066,0.0015
4.387965,-0.6253836,0.0015
4.236782,-0.5935325,0.0015
4.235703,-0.6189095,0.0015
4.287536,-0.5956905,0.0015
4.286457,-0.6210676,0.0015
4.136665,-0.5850424,0.0015
4.133515,-0.6102463,0.0015
4.187073,-0.5913429,0.0015
4.183923,-0.6165468,0.0015
4.03585,-0.5724415,0.0015
4.032699,-0.5976454,0.0015
4.086257,-0.578742,0.0015
4.083107,-0.6039459,0.0015
3.935034,-0.5598406,0.0015
3.931884,-0.5850445,0.0015
3.985442,-0.5661411,0.0015
3.982292,-0.591345,0.0015
3.835946,-0.5430079,0.0015
3.830798,-0.5678808,0.0015
3.885692,-0.5533036,0.0015
3.880544,-0.5781764,0.0015
3.736455,-0.5224165,0.0015
3.731307,-0.5472894,0.0015
3.7862,-0.5327122,0.0015
3.781052,-0.5575851,0.0015
3.636963,-0.5018252,0.0015
3.631815,-0.526698,0.0015
3.686709,-0.5121208,0.0015
3.681561,-0.5369937,0.0015
3.539306,-0.4774243,0.0015
3.532445,-0.5018801,0.0015
3.588218,-0.4911468,0.0015
3.581357,-0.5156025,0.0015
3.441483,-0.4499795,0.0015
3.434622,-0.4744353,0.0015
3.490395,-0.4637019,0.0015
